subject_id,defaulted,income_monthly,employment_years,credit_history_months,avg_monthly_spend,late_payments_12m
s_004536,0,16224.04,4.74,39,13231.89,3
s_004537,0,35468.8,3.54,26,9217.58,1
s_004538,1,31820.78,1.44,21,23062.85,0
s_004539,0,34278.49,6.4,25,23473.46,0
s_004540,1,22210.83,0.0,0,16296.61,0
s_004541,0,23033.12,6.58,2,14552.49,0
s_004542,0,15247.65,0.0,41,6380.71,0
s_004543,0,40833.37,2.23,12,32727.65,2
s_004544,0,45033.16,4.09,3,42565.6,2
s_004545,0,19847.67,2.28,23,12617.95,2
s_004546,0,39081.4,0.58,16,19503.99,0
s_004547,1,18422.86,0.0,7,11769.5,2
s_004548,0,18897.72,3.84,9,11600.31,0
s_004549,0,20232.99,5.8,30,18522.98,0
s_004550,0,27640.28,1.13,3,13571.97,4
s_004551,0,21102.09,0.0,7,18494.38,1
s_004552,0,34128.92,3.07,0,23635.25,0
s_004553,1,52017.02,1.88,15,37226.35,3
s_004554,0,48293.32,4.08,41,49905.68,0
s_004555,0,44468.94,1.91,76,24853.19,0
s_004556,0,16064.79,1.75,26,15877.38,0
s_004557,0,18567.31,2.34,0,6904.55,1
s_004558,0,24951.43,5.19,31,15238.97,1
s_004559,0,41775.28,5.99,12,2117.69,0
s_004560,1,25132.72,4.15,31,18352.93,1
s_004561,0,23546.67,7.6,30,7017.19,2
s_004562,0,24454.84,3.77,23,10653.36,0
s_004563,0,30713.96,5.1,43,22309.11,2
s_004564,0,26181.39,4.92,25,19915.16,0
s_004565,1,35387.21,4.25,18,35140.33,3
s_004566,0,33701.27,3.75,8,15096.28,2
s_004567,1,15323.31,2.36,9,9791.0,4
s_004568,0,39082.79,1.13,57,23205.54,1
s_004569,0,41222.66,6.2,32,22408.99,1
s_004570,0,34803.5,2.49,23,14877.05,1
s_004571,0,16480.64,5.59,61,8339.41,2
s_004572,0,22329.42,4.4,11,10415.13,1
s_004573,0,29786.72,0.0,30,11043.36,2
s_004574,0,32767.09,2.56,0,17750.01,0
s_004575,0,31151.61,1.83,0,13343.66,0
s_004576,0,37095.62,4.79,21,35981.42,0
s_004577,0,5130.73,2.68,19,2910.62,0
s_004578,0,3000.0,7.04,45,1578.71,0
s_004579,0,19044.31,1.73,39,10789.9,1
s_004580,0,30744.74,3.71,29,36006.21,2
s_004581,0,28646.42,0.79,33,13532.55,1
s_004582,1,36576.61,2.5,31,28357.82,4
s_004583,1,37852.82,0.45,9,32494.3,0
s_004584,0,25519.27,3.31,17,14219.98,2
s_004585,1,20999.58,3.76,2,16245.81,1
s_004586,0,32458.3,1.84,0,25008.64,0
s_004587,1,22056.76,4.03,26,12009.44,0
s_004588,1,34942.76,5.28,17,32839.66,1
s_004589,0,4412.79,2.69,40,4072.72,0
s_004590,0,39397.75,0.06,30,20982.52,1
s_004591,0,11464.06,4.36,6,9293.15,0
s_004592,1,11918.09,1.91,23,9592.88,3
s_004593,0,43362.84,7.04,17,20446.89,1
s_004594,0,25848.93,1.09,17,15964.04,0
s_004595,0,32555.45,5.81,36,26114.45,3
s_004596,0,37345.71,2.65,41,18246.43,0
s_004597,0,25139.96,1.86,30,12267.75,1
s_004598,0,32101.2,2.77,10,19235.03,0
s_004599,1,13718.12,2.74,32,9864.65,0
s_004600,0,17901.68,2.27,41,5359.56,0
s_004601,0,23629.61,4.56,41,14634.75,0
s_004602,0,21913.38,2.95,16,14623.42,0
s_004603,0,31076.88,4.63,25,28000.18,0
s_004604,0,29275.52,7.8,33,17482.28,1
s_004605,1,36231.03,2.13,48,32961.5,0
s_004606,1,13754.49,4.2,0,6909.54,5
s_004607,0,35469.55,4.91,41,23389.25,0
s_004608,1,34813.87,0.0,39,20522.29,2
s_004609,0,27647.03,3.41,35,11719.41,0
s_004610,0,27176.93,1.21,9,20692.27,0
s_004611,0,33244.72,1.92,22,7117.95,4
s_004612,0,33062.17,0.0,8,26838.75,2
s_004613,0,14172.1,1.37,31,8195.0,1
s_004614,0,31145.41,1.78,32,5586.53,4
s_004615,1,23768.33,4.0,13,12214.28,0
s_004616,0,44758.97,4.36,5,45586.98,0
s_004617,0,26076.43,3.38,17,8711.69,1
s_004618,0,22568.5,4.31,9,16522.61,0
s_004619,0,21122.13,4.0,16,19728.9,3
s_004620,0,35026.96,3.72,27,20073.66,4
s_004621,0,20819.25,0.0,28,11050.72,0
s_004622,0,28157.58,1.78,0,21188.19,2
s_004623,0,31814.26,4.69,0,24780.82,1
s_004624,0,39831.6,1.51,6,28344.55,0
s_004625,0,14939.21,1.28,4,14986.48,0
s_004626,0,40141.27,3.06,23,23722.61,1
s_004627,0,38421.28,1.66,17,30435.89,1
s_004628,0,23555.25,0.0,34,15255.8,0
s_004629,0,35643.89,0.47,0,35534.78,2
s_004630,0,15071.87,3.27,0,9994.71,0
s_004631,0,37407.04,5.38,40,25684.87,0
s_004632,0,8533.47,5.38,26,3866.83,0
s_004633,0,28024.29,7.06,42,8022.07,1
s_004634,0,47780.05,6.28,35,12088.37,0
s_004635,0,32488.01,4.21,18,19550.38,0
s_004636,0,32059.09,1.56,27,32702.53,4
s_004637,0,27199.03,1.43,50,19035.1,2
s_004638,1,37233.65,1.21,20,25526.52,1
s_004639,1,39230.54,1.09,0,28263.29,3
s_004640,0,23375.18,1.86,30,22913.5,1
s_004641,1,33633.56,6.24,35,30401.41,0
s_004642,1,31284.54,4.84,27,13087.26,4
s_004643,0,24624.14,4.89,46,7061.4,0
s_004644,1,7097.4,6.86,42,3734.06,2
s_004645,0,25444.83,4.66,32,23864.52,0
s_004646,0,34819.8,3.36,32,17562.28,1
s_004647,0,31555.03,0.22,14,28378.8,0
s_004648,0,16346.65,2.55,11,8019.93,1
s_004649,1,30037.83,0.73,35,21594.82,1
s_004650,0,25778.49,0.0,32,17393.3,2
s_004651,0,41251.93,8.07,34,26650.16,2
s_004652,0,8647.64,2.8,33,7058.98,1
s_004653,0,17264.71,2.57,4,14375.44,0
s_004654,0,30675.54,4.1,21,16434.72,2
s_004655,0,20826.76,1.32,21,16794.38,0
s_004656,0,35214.05,2.18,44,21100.37,1
s_004657,0,35105.18,2.01,26,39110.51,0
s_004658,0,6172.68,7.86,54,7007.75,0
s_004659,0,52183.32,5.22,5,44143.63,0
s_004660,0,21390.21,3.04,27,12029.95,1
s_004661,0,39697.89,4.89,13,37626.1,0
s_004662,1,43071.52,3.52,50,36000.47,0
s_004663,1,21033.63,2.01,41,13832.25,2
s_004664,0,30893.12,1.49,51,9946.99,1
s_004665,0,31787.49,0.0,11,21791.88,0
s_004666,0,24649.91,5.05,11,12146.84,2
s_004667,0,28429.06,3.59,19,25253.69,0
s_004668,1,21941.68,4.27,0,18787.92,0
s_004669,0,27468.85,0.22,35,13675.32,0
s_004670,0,19896.36,1.24,9,10219.38,0
s_004671,1,35934.27,1.86,16,26682.34,2
s_004672,0,39256.16,0.38,14,22120.44,0
s_004673,0,22288.38,0.45,32,18486.41,1
s_004674,0,26733.47,4.0,18,20259.14,0
s_004675,0,40265.12,0.32,6,31449.61,0
s_004676,0,36943.95,4.49,29,19656.73,0
s_004677,0,23968.94,0.59,44,9585.3,0
s_004678,0,48951.24,3.76,55,41543.72,0
s_004679,0,13776.12,7.07,11,8227.6,0
s_004680,0,29165.61,0.42,24,21287.09,0
s_004681,0,14747.1,0.84,15,9453.21,1
s_004682,0,51390.37,5.14,27,43482.07,0
s_004683,0,30378.03,2.07,7,17220.91,0
s_004684,0,4876.4,1.47,23,5509.38,1
s_004685,0,18951.6,1.25,16,11255.05,1
s_004686,0,38643.84,2.01,24,16937.39,2
s_004687,0,21259.44,4.56,31,9732.58,0
s_004688,0,26131.01,4.63,6,21884.91,0
s_004689,0,15648.74,3.13,22,8504.87,0
s_004690,1,26290.88,3.02,0,28666.63,2
s_004691,0,19363.89,1.51,0,20074.35,0
s_004692,0,43290.54,0.0,57,21010.61,1
s_004693,0,20747.85,2.43,31,18526.85,2
s_004694,0,37943.22,3.48,23,25431.28,0
s_004695,0,27034.82,0.0,3,28070.77,1
s_004696,0,27876.55,3.28,24,4809.97,3
s_004697,0,29462.93,2.52,6,16902.06,0
s_004698,0,36398.67,3.54,14,7359.64,0
s_004699,0,40085.38,1.53,20,23187.6,2
s_004700,1,25755.2,3.44,11,25432.99,2
s_004701,0,25353.92,3.85,27,18757.13,0
s_004702,0,55033.96,7.05,43,30406.55,0
s_004703,1,34668.17,4.4,17,26996.96,5
s_004704,0,26424.93,1.42,35,9378.87,0
s_004705,0,30949.3,3.87,45,17589.95,0
s_004706,0,33493.68,5.23,2,24800.88,2
s_004707,0,27183.11,0.43,29,7890.53,0
s_004708,0,26680.79,0.0,26,17844.25,0
s_004709,0,23280.72,4.62,32,8346.73,0
s_004710,1,32077.81,0.0,13,25876.92,0
s_004711,0,40286.07,0.0,28,33399.33,1
s_004712,0,14192.82,2.22,32,9688.44,3
s_004713,0,5563.81,1.1,15,3486.64,1
s_004714,0,19285.62,1.0,17,12461.1,2
s_004715,0,34093.29,4.96,22,13967.67,0
s_004716,0,24392.62,3.65,16,19754.85,0
s_004717,0,20364.97,3.32,0,11629.45,0
s_004718,1,5739.47,6.94,30,5611.58,3
s_004719,0,35270.23,0.12,21,34732.35,2
s_004720,0,25263.41,5.52,22,8929.36,0
s_004721,0,38475.41,2.03,34,31878.09,1
s_004722,0,36232.63,6.6,0,32315.61,0
s_004723,0,65191.45,1.07,16,36995.89,1
s_004724,1,29083.35,0.01,16,18986.92,2
s_004725,0,32613.49,0.21,32,22254.66,0
s_004726,0,57256.81,1.53,9,42172.12,2
s_004727,1,40658.29,0.0,27,44003.41,0
s_004728,0,31046.57,1.2,42,13995.47,1
s_004729,0,30684.3,3.53,30,13482.21,2
s_004730,0,30947.74,3.32,26,11089.58,3
s_004731,1,9477.91,5.53,48,9840.71,0
s_004732,0,37424.81,2.58,0,27901.25,0
s_004733,0,37013.57,5.89,16,26110.08,0
s_004734,1,12798.59,3.82,5,7255.72,0
s_004735,1,37282.05,2.97,42,26138.08,0
s_004736,0,33887.59,1.53,31,16235.2,2
s_004737,0,13118.35,0.31,22,12770.26,1
s_004738,0,28119.47,1.53,31,20272.26,1
s_004739,0,33479.84,6.18,62,29144.46,2
s_004740,1,36425.62,5.96,25,26759.71,1
s_004741,0,46391.57,4.86,50,38797.71,0
s_004742,0,15246.71,1.21,17,14906.15,2
s_004743,0,54318.19,0.82,0,34480.5,0
s_004744,0,28169.36,1.13,36,22524.26,2
s_004745,1,42999.49,7.64,22,33071.65,3
s_004746,0,9127.23,3.01,5,8128.37,0
s_004747,1,17779.32,7.64,0,13430.78,0
s_004748,0,35739.27,6.05,38,25459.88,1
s_004749,0,27899.81,8.97,51,16241.44,0
s_004750,0,35773.88,1.28,33,15280.21,2
s_004751,0,33084.32,6.7,19,22586.16,1
s_004752,0,36967.31,2.65,6,24481.28,2
s_004753,0,32543.92,0.1,18,19484.07,0
s_004754,0,39945.17,2.42,62,34737.07,1
s_004755,0,33172.26,0.0,29,26852.54,0
s_004756,0,55306.89,3.07,33,49486.47,4
s_004757,0,22265.68,2.87,0,15024.71,0
s_004758,0,27497.94,4.71,22,13420.07,0
s_004759,0,32224.84,8.93,29,10610.15,0
s_004760,0,20873.03,2.64,16,15047.95,0
s_004761,0,26484.51,0.9,27,12603.57,0
s_004762,0,20775.49,4.49,34,11092.25,0
s_004763,0,26624.57,4.53,23,16546.08,0
s_004764,0,32958.17,0.35,25,19504.75,2
s_004765,0,27857.08,1.83,7,14333.31,1
s_004766,0,15294.83,2.62,44,9961.8,0
s_004767,0,36631.37,1.63,41,24786.63,4
s_004768,0,33895.87,2.42,30,20311.76,1
s_004769,0,40621.8,2.6,0,12047.58,0
s_004770,0,38055.44,1.81,15,26364.54,0
s_004771,0,38789.79,2.95,20,13295.12,2
s_004772,0,11108.18,2.17,0,9780.93,0
s_004773,0,30016.96,0.57,32,21631.4,1
s_004774,1,31377.98,3.35,46,21906.42,2
s_004775,0,29121.67,3.75,0,14927.82,0
s_004776,0,21683.69,0.0,40,10026.55,1
s_004777,0,26369.24,0.01,35,15655.96,0
s_004778,1,27254.27,1.81,48,16602.35,0
s_004779,0,55786.79,3.33,26,45438.33,3
s_004780,0,32517.31,5.75,77,23144.5,0
s_004781,0,19681.32,4.01,4,11543.48,0
s_004782,0,30698.59,4.56,20,21666.65,1
s_004783,0,11596.72,2.79,11,7078.95,1
s_004784,0,3000.0,6.84,21,3271.54,1
s_004785,0,57772.57,3.87,24,28682.49,0
s_004786,0,20826.88,0.39,0,9603.83,2
s_004787,0,18809.44,5.07,22,14110.42,2
s_004788,0,29569.19,0.92,28,11411.56,1
s_004789,0,7405.15,5.74,2,5202.6,1
s_004790,0,11303.64,0.0,23,6059.18,0
s_004791,0,18372.58,4.52,28,7750.51,2
s_004792,0,58195.46,4.21,31,33155.06,2
s_004793,0,48665.27,3.64,32,28725.63,0
s_004794,1,23774.99,0.0,0,15484.82,0
s_004795,0,37791.18,5.57,4,19952.29,3
s_004796,0,46029.34,1.55,46,37674.87,0
s_004797,0,36407.91,3.88,23,32695.63,2
s_004798,0,26548.86,2.04,38,20045.21,0
s_004799,0,30139.19,4.04,64,19267.09,1
s_004800,0,27173.15,1.24,35,22438.89,1
s_004801,1,19997.91,3.6,0,17959.59,2
s_004802,0,20371.84,1.04,4,17805.16,0
s_004803,0,21216.67,0.45,27,10578.7,0
s_004804,0,32197.43,3.65,49,21804.41,0
s_004805,0,14973.82,2.89,12,4638.59,2
s_004806,0,42828.34,2.76,42,44367.98,2
s_004807,1,28951.05,6.58,31,20354.89,2
s_004808,0,3000.0,1.22,50,2675.04,1
s_004809,0,23064.36,0.2,39,7304.39,2
s_004810,0,25604.13,3.65,48,17012.56,0
s_004811,0,36523.62,4.54,7,30097.49,0
s_004812,0,22924.23,0.0,25,19371.52,0
s_004813,0,13485.7,2.6,19,5223.02,3
s_004814,0,44467.75,2.13,4,30918.61,0
s_004815,0,40867.41,3.32,8,19581.33,0
s_004816,0,28020.53,4.42,6,23776.87,1
s_004817,1,23808.5,3.53,21,10049.55,1
s_004818,0,48574.04,0.0,15,29928.15,2
s_004819,0,29906.83,0.0,15,36225.14,1
s_004820,0,19822.37,0.0,33,13593.09,2
s_004821,0,26975.97,5.56,63,19365.33,1
s_004822,0,51108.13,3.04,31,32099.29,0
s_004823,0,52097.55,0.0,24,40019.0,0
s_004824,1,28750.11,5.8,32,32923.11,2
s_004825,0,48139.39,0.0,17,26695.88,2
s_004826,1,31809.59,1.54,44,27202.42,0
s_004827,0,8169.81,6.68,61,3498.76,0
s_004828,1,15920.77,1.59,12,4836.09,1
s_004829,0,29589.67,0.0,11,9217.15,0
s_004830,0,33337.43,3.67,7,25956.88,0
s_004831,0,29921.06,0.38,0,25570.53,0
s_004832,0,46609.12,0.0,9,23031.34,0
s_004833,1,20888.93,0.0,16,18273.43,3
s_004834,0,41267.87,3.14,34,22500.36,1
s_004835,1,7471.6,3.05,11,3607.95,0
s_004836,0,35316.18,0.0,63,15891.67,0
s_004837,0,13216.71,0.0,11,9334.28,0
s_004838,0,37410.31,3.7,53,39741.91,0
s_004839,0,19225.26,8.34,0,16197.03,0
s_004840,0,35973.61,3.65,25,29549.3,2
s_004841,0,23866.04,1.23,10,16716.13,0
s_004842,0,39728.58,1.94,15,29574.95,0
s_004843,1,26966.9,3.82,8,20387.91,3
s_004844,0,28982.68,0.05,32,29542.17,3
s_004845,0,28795.8,1.41,9,8377.45,0
s_004846,0,51559.72,2.05,15,19966.72,2
s_004847,0,14145.03,0.0,16,5332.43,0
s_004848,1,43960.23,0.04,0,39033.1,0
s_004849,0,24288.55,4.46,33,13380.42,0
s_004850,0,15501.42,0.47,23,9736.81,0
s_004851,1,17999.27,6.84,17,10748.71,0
s_004852,1,17881.31,0.0,56,9318.98,4
s_004853,0,33480.82,4.11,0,15321.99,0
s_004854,0,22038.1,5.43,21,13257.54,0
s_004855,0,19186.05,1.91,27,16973.44,2
s_004856,0,33506.35,6.3,50,30680.34,3
s_004857,1,51087.78,4.33,0,29705.94,2
s_004858,0,25038.21,1.79,0,20609.71,0
s_004859,0,56704.29,4.19,62,42972.8,3
s_004860,0,7675.63,0.45,16,4798.71,0
s_004861,0,34693.23,3.06,22,36741.01,0
s_004862,0,20238.96,2.94,42,14603.01,0
s_004863,0,25353.92,2.59,45,17720.38,0
s_004864,0,22253.72,3.33,18,18470.58,1
s_004865,0,56480.01,3.43,13,42449.11,0
s_004866,1,36173.56,8.17,22,19938.93,1
s_004867,0,27608.96,3.3,47,11768.79,0
s_004868,0,71118.79,5.31,27,53401.99,0
s_004869,1,15089.87,0.0,63,10718.87,0
s_004870,0,31661.39,0.5,40,23703.2,2
s_004871,0,22391.83,4.43,27,6917.36,1
s_004872,1,23533.16,0.0,52,16375.22,2
s_004873,0,21403.94,0.0,42,15841.95,1
s_004874,0,25160.17,2.78,14,13988.07,2
s_004875,0,35940.29,5.19,2,26544.93,0
s_004876,0,25352.03,5.46,8,9447.15,0
s_004877,0,36683.41,6.27,20,37006.27,2
s_004878,0,15887.76,7.24,29,11962.78,2
s_004879,1,8354.52,6.59,17,5524.79,0
s_004880,0,27579.69,0.26,43,19616.54,0
s_004881,0,29734.46,2.12,9,22629.48,0
s_004882,1,30697.99,5.6,19,10649.48,0
s_004883,1,27271.42,2.45,53,24324.89,3
s_004884,1,28496.4,8.02,41,15373.69,0
s_004885,0,40475.45,0.0,21,20632.5,0
s_004886,0,35482.76,2.25,21,11673.6,0
s_004887,0,9340.17,4.4,59,4933.04,1
s_004888,1,18591.29,0.09,8,21775.33,3
s_004889,0,25662.64,3.06,30,23550.89,1
s_004890,0,30096.6,1.72,30,21117.09,1
s_004891,0,35784.22,3.07,8,30704.18,0
s_004892,0,34057.5,0.0,40,16815.38,0
s_004893,0,30983.05,7.12,29,21971.83,0
s_004894,0,33371.82,3.59,45,24479.48,0
s_004895,0,35320.62,0.34,79,20262.86,1
s_004896,0,32290.39,5.74,7,24180.03,0
s_004897,0,29689.02,7.45,40,13616.77,0
s_004898,0,56748.62,7.81,31,54309.52,0
s_004899,0,18800.73,5.08,23,9950.36,1
s_004900,0,39623.34,2.36,28,23242.17,2
s_004901,1,58651.79,3.35,24,16148.43,3
s_004902,0,37942.35,5.72,9,29783.82,1
s_004903,0,19625.83,7.53,50,13347.23,1
s_004904,0,38156.33,6.62,7,34409.81,1
s_004905,0,22363.13,0.84,15,19817.86,1
s_004906,1,34915.71,0.0,16,33362.99,1
s_004907,0,40171.69,6.16,20,12737.37,0
s_004908,0,22570.95,0.0,20,8002.18,0
s_004909,0,18945.47,2.74,7,4818.34,2
s_004910,1,30124.46,6.46,10,28053.07,2
s_004911,0,18302.33,0.0,41,12656.94,0
s_004912,0,24877.35,1.84,19,21428.25,1
s_004913,1,24035.89,3.13,27,22287.97,2
s_004914,0,18312.31,3.83,48,12136.18,0
s_004915,0,23901.12,3.26,22,8947.99,0
s_004916,0,23801.12,5.46,1,19939.18,0
s_004917,0,25172.07,2.18,3,10259.19,0
s_004918,1,41057.19,3.78,14,35126.05,0
s_004919,0,29465.59,1.86,36,22382.3,1
s_004920,0,61087.41,4.1,38,35870.18,0
s_004921,0,11410.41,5.84,36,6301.63,0
s_004922,0,16574.24,6.96,21,13101.71,2
s_004923,0,20725.51,6.39,30,11647.3,0
s_004924,0,31247.3,1.02,26,23746.95,1
s_004925,0,18837.96,1.51,9,12982.49,1
s_004926,1,27604.36,6.13,39,25449.69,4
s_004927,0,36071.89,2.81,17,23049.65,3
s_004928,0,27484.49,5.17,75,17419.07,1
s_004929,0,18255.62,7.28,41,10972.8,0
s_004930,0,29721.43,3.54,21,20535.52,0
s_004931,0,36597.7,3.96,40,22471.76,0
s_004932,0,38909.65,5.69,3,17920.58,0
s_004933,0,13434.78,3.04,21,7510.86,1
s_004934,0,13136.05,4.05,43,11668.57,2
s_004935,1,8838.24,0.0,10,1776.71,0
s_004936,0,27188.99,8.05,36,25495.34,3
s_004937,0,31654.12,5.96,39,24466.59,2
s_004938,0,30811.23,2.42,10,9310.21,0
s_004939,0,26152.22,3.42,14,21957.33,2
s_004940,0,20080.84,4.63,31,16054.02,0
s_004941,1,13837.65,0.34,7,8809.64,1
s_004942,0,14950.82,0.0,12,13384.72,3
s_004943,0,45040.18,2.8,19,24796.05,0
s_004944,0,16410.09,6.16,0,11187.73,0
s_004945,0,45114.01,4.02,15,13652.18,2
s_004946,0,17127.05,2.56,40,4940.08,0
s_004947,0,24569.21,4.46,46,14973.13,0
s_004948,0,23439.73,2.21,0,18745.43,1
s_004949,0,7904.44,5.38,29,4779.8,2
s_004950,0,33206.95,2.78,17,19849.62,1
s_004951,0,3000.0,1.26,11,1894.58,1
s_004952,0,43540.53,3.3,23,28295.62,1
s_004953,0,39548.07,2.27,28,21671.88,1
s_004954,0,26872.98,0.0,31,11532.25,0
s_004955,0,40579.25,0.28,28,37052.73,3
s_004956,0,31504.11,5.85,37,21529.32,0
s_004957,0,15938.39,1.94,23,9688.17,2
s_004958,0,27246.39,4.38,0,20333.45,0
s_004959,1,17009.87,0.01,10,5432.53,0
s_004960,0,20237.94,1.42,0,9994.96,0
s_004961,0,33712.09,4.68,8,23644.77,0
s_004962,1,9327.38,0.0,27,8082.18,1
s_004963,1,9257.72,6.29,0,4073.35,3
s_004964,0,39006.08,1.89,16,11050.1,1
s_004965,0,8998.11,4.02,8,2707.1,0
s_004966,0,57630.74,0.14,5,46067.17,0
s_004967,0,50178.14,4.26,25,38991.45,0
s_004968,0,20226.88,2.86,54,14978.86,0
s_004969,0,37812.22,1.86,25,8109.34,0
s_004970,0,3000.0,2.29,11,2220.9,0
s_004971,0,40200.22,0.0,52,29686.87,4
s_004972,0,40930.35,4.23,31,30273.26,0
s_004973,0,36837.19,4.86,35,20325.19,4
s_004974,0,23731.12,1.49,29,18553.67,0
s_004975,0,23407.39,4.89,35,24585.95,1
s_004976,0,29249.17,3.33,32,33245.46,2
s_004977,0,25247.01,6.12,18,16180.8,3
s_004978,0,36684.15,0.0,57,49134.5,0
s_004979,1,40776.07,4.83,31,40035.29,1
s_004980,0,6012.65,4.91,35,3052.76,1
s_004981,0,18641.43,2.14,9,8826.37,0
s_004982,0,31928.88,3.11,31,24326.13,1
s_004983,0,26484.7,0.75,22,13134.36,1
s_004984,0,44193.0,3.64,5,54313.47,1
s_004985,0,42317.8,4.15,16,37003.78,2
s_004986,0,29242.28,3.34,18,17922.15,1
s_004987,0,8638.33,2.8,43,8702.66,0
s_004988,0,3000.0,5.29,43,1674.49,3
s_004989,1,25414.1,0.97,1,24515.41,1
s_004990,0,26997.89,1.34,9,15279.02,1
s_004991,0,46162.26,2.46,52,48433.59,0
s_004992,0,28390.51,4.66,8,20803.86,0
s_004993,0,26868.43,6.33,28,21539.2,0
s_004994,0,33813.03,6.04,20,27310.15,0
s_004995,0,3000.0,5.81,46,2337.96,0
s_004996,0,17982.37,5.1,43,18306.41,0
s_004997,0,32314.37,0.0,17,21387.54,0
s_004998,0,34959.47,6.17,1,25019.57,0
s_004999,0,39564.65,0.39,0,20920.08,0
s_005000,0,39241.42,0.0,20,30318.06,0
s_005001,0,37352.47,6.07,0,27630.52,1
s_005002,0,20877.24,7.56,14,15829.52,2
s_005003,0,25781.16,0.0,47,23588.63,1
s_005004,0,43050.24,8.7,29,29322.12,1
s_005005,0,25523.07,0.0,13,22502.45,0
s_005006,0,46879.29,7.72,23,21624.11,1
s_005007,0,44056.92,1.33,29,27707.79,1
s_005008,0,47064.78,0.08,17,42810.62,0
s_005009,0,21665.9,2.57,47,18011.82,1
s_005010,0,23685.29,4.0,0,15591.53,0
s_005011,0,36752.01,4.47,68,9650.07,0
s_005012,0,22565.18,3.57,48,11442.91,0
s_005013,0,31339.99,1.68,47,22016.2,0
s_005014,0,24967.98,0.37,53,13494.89,0
s_005015,1,25927.12,5.16,47,14056.72,0
s_005016,0,7327.37,5.27,24,5485.1,0
s_005017,1,39361.07,2.98,9,33629.25,1
s_005018,0,42538.96,3.89,2,24162.67,0
s_005019,1,48456.41,6.07,3,44236.01,0
s_005020,1,8942.84,0.57,0,8203.79,0
s_005021,1,50437.79,3.46,24,23438.42,3
s_005022,0,30764.61,2.22,11,16684.94,0
s_005023,0,36271.84,4.13,0,35446.96,0
s_005024,1,28596.5,0.11,14,22520.5,1
s_005025,0,47375.99,2.92,27,30607.25,1
s_005026,1,35337.06,7.11,3,21570.07,1
s_005027,0,13480.92,2.81,11,7241.33,1
s_005028,1,22033.47,2.28,37,18366.0,1
s_005029,1,30780.62,5.47,9,25919.6,1
s_005030,0,35402.28,4.79,52,24936.76,0
s_005031,1,51519.24,0.0,40,33657.05,1
s_005032,1,17916.47,4.79,37,5941.9,0
s_005033,0,22846.7,0.0,26,11038.69,3
s_005034,0,33963.55,6.88,15,29197.15,1
s_005035,0,3000.0,6.51,19,2653.36,0
s_005036,0,19152.52,4.27,21,15734.04,0
s_005037,0,16620.96,1.36,29,13628.23,2
s_005038,1,31420.57,2.01,27,21656.01,0
s_005039,0,20175.26,1.24,0,20377.85,1
s_005040,0,43372.85,0.15,18,27887.92,0
s_005041,0,9416.68,2.83,41,8375.95,0
s_005042,1,29350.02,4.3,31,26603.26,2
s_005043,1,19587.74,4.18,1,6629.14,2
s_005044,0,37853.22,2.87,11,21794.15,0
s_005045,0,23666.92,3.57,28,15196.81,0
s_005046,0,18032.74,4.92,9,16807.61,0
s_005047,0,28332.46,0.0,43,29105.91,0
s_005048,0,34167.27,2.57,0,12835.56,2
s_005049,0,26117.95,5.15,37,13046.91,0
s_005050,0,40080.14,2.2,23,15414.99,0
s_005051,0,43383.51,3.83,47,28530.81,0
s_005052,0,34470.13,5.88,24,11313.73,0
s_005053,0,14216.07,4.87,25,5870.44,0
s_005054,0,38839.12,0.79,13,36202.01,2
s_005055,1,28248.51,0.0,0,20032.55,1
s_005056,1,25737.82,2.53,5,10474.95,2
s_005057,0,33178.4,0.34,47,27167.12,1
s_005058,0,36315.93,5.6,17,15535.69,0
s_005059,0,13200.21,0.0,24,6166.01,1
s_005060,0,31214.71,5.91,6,24076.52,0
s_005061,0,40139.69,3.13,34,38095.33,0
s_005062,1,31281.24,0.0,14,24956.56,0
s_005063,0,26928.1,1.56,16,10974.44,1
s_005064,0,29821.48,1.89,10,17927.52,1
s_005065,1,23459.05,3.82,15,15805.76,0
s_005066,1,39032.35,0.6,36,23042.82,0
s_005067,0,32482.88,3.86,42,27777.02,0
s_005068,0,38046.1,3.03,23,28233.69,0
s_005069,0,22105.7,4.73,13,8615.72,0
s_005070,1,12069.48,5.16,45,8387.47,2
s_005071,0,38465.63,3.51,22,11731.08,0
s_005072,0,34801.08,4.55,5,8461.06,2
s_005073,0,27757.17,3.31,1,21291.56,0
s_005074,0,11918.34,0.8,17,12625.06,0
s_005075,0,14186.77,4.18,0,9776.93,2
s_005076,0,47568.52,1.14,13,37634.7,0
s_005077,0,31478.73,3.34,0,18226.97,0
s_005078,1,35304.24,0.0,10,28993.68,1
s_005079,0,17656.71,5.14,19,12966.61,1
s_005080,1,18906.85,1.21,26,13455.33,2
s_005081,0,45631.66,4.97,37,26291.43,1
s_005082,0,32655.44,1.09,0,21634.72,0
s_005083,1,17958.0,1.22,40,8810.4,0
s_005084,1,10212.66,0.44,12,8286.4,2
s_005085,0,8303.76,0.0,48,7761.75,1
s_005086,0,8038.57,2.78,30,3882.45,0
s_005087,1,26481.83,1.41,50,21747.89,0
s_005088,0,22741.99,3.52,36,17270.54,1
s_005089,1,48185.65,0.0,0,37613.82,2
s_005090,0,3000.0,1.87,14,2481.34,0
s_005091,0,16611.08,2.83,28,7779.78,0
s_005092,0,16812.85,3.12,12,12086.45,0
s_005093,0,42222.11,4.78,55,18615.35,3
