subject_id,defaulted,income_monthly,employment_years,credit_history_months,avg_monthly_spend,late_payments_12m
s_002479,0,14267.4,1.9,10,7640.25,2
s_002480,0,34738.94,0.66,46,26637.35,0
s_002481,0,8158.78,0.0,32,4202.62,1
s_002482,0,21233.08,1.76,50,12912.07,2
s_002483,0,37678.82,0.66,15,17237.41,0
s_002484,0,14142.65,1.24,17,11037.79,1
s_002485,0,41063.11,0.0,48,33373.54,0
s_002486,0,31874.74,1.56,3,16235.22,3
s_002487,0,14353.88,4.02,47,8905.39,0
s_002488,0,22151.35,7.3,34,23526.15,3
s_002489,0,23312.62,3.27,43,23481.34,0
s_002490,0,21705.13,4.65,0,9195.46,3
s_002491,0,29309.43,1.67,6,14776.7,0
s_002492,1,25046.98,3.12,16,22871.3,0
s_002493,0,23106.62,0.55,44,16949.11,0
s_002494,0,33764.38,3.56,44,16568.51,0
s_002495,0,27144.15,3.81,24,21312.64,2
s_002496,0,39403.21,2.08,40,36453.79,1
s_002497,0,28526.69,2.79,40,21562.56,0
s_002498,0,36230.49,1.1,32,19090.51,1
s_002499,0,34362.8,7.55,12,9436.15,0
s_002500,0,55091.29,4.89,13,41692.17,3
s_002501,0,24609.55,2.57,25,19846.3,0
s_002502,0,38798.37,0.83,17,15580.43,0
s_002503,0,23815.68,2.08,8,22894.49,3
s_002504,1,17222.61,1.48,14,10787.39,2
s_002505,0,58254.19,1.22,16,35335.31,1
s_002506,0,19652.3,3.3,45,10029.6,0
s_002507,0,16155.21,3.32,8,15420.53,2
s_002508,0,29884.49,6.47,44,20211.7,0
s_002509,0,34705.31,1.27,0,28305.45,0
s_002510,0,16683.67,4.67,21,8275.03,0
s_002511,1,3961.66,0.45,12,2160.85,2
s_002512,0,21225.96,2.29,46,6755.1,1
s_002513,0,26669.29,4.59,12,19426.34,0
s_002514,0,42528.77,1.01,21,25619.94,2
s_002515,0,14678.26,0.44,66,16113.64,0
s_002516,0,35292.36,6.09,37,22893.88,0
s_002517,0,32415.2,3.93,17,7367.95,1
s_002518,0,27705.47,3.02,37,27686.6,1
s_002519,0,44692.48,2.01,33,25177.64,2
s_002520,0,21275.31,3.45,0,21080.53,2
s_002521,1,17152.62,1.11,23,15456.45,3
s_002522,0,38349.22,0.0,40,15332.4,0
s_002523,1,8386.58,0.0,0,6344.4,0
s_002524,1,6195.18,2.75,9,5057.29,3
s_002525,0,9297.18,5.86,4,7729.53,1
s_002526,0,15284.77,4.05,80,7289.97,0
s_002527,0,30824.14,3.91,26,12285.03,2
s_002528,0,14642.74,0.01,12,3314.96,0
s_002529,0,37318.01,1.55,9,22003.4,2
s_002530,0,26505.33,2.9,42,23791.62,0
s_002531,0,31310.3,0.0,3,7457.73,3
s_002532,0,17183.64,0.0,30,16073.95,1
s_002533,0,51555.72,5.12,60,3664.17,0
s_002534,0,29855.62,3.91,29,20096.35,3
s_002535,0,22315.25,0.0,12,12217.16,1
s_002536,1,30569.62,2.1,21,17777.55,1
s_002537,1,8769.18,5.79,22,2899.45,2
s_002538,0,46100.88,0.71,28,28873.17,1
s_002539,1,5979.01,2.98,0,1373.29,0
s_002540,0,38542.82,2.44,44,21055.09,3
s_002541,0,41259.49,1.52,2,33358.37,0
s_002542,0,48659.06,3.51,0,20569.32,0
s_002543,1,5923.6,7.16,19,5007.98,0
s_002544,0,30818.16,0.3,21,16237.84,1
s_002545,1,30980.91,3.54,18,14863.27,0
s_002546,0,5198.37,3.67,35,3480.99,0
s_002547,0,20073.08,2.71,9,19569.35,1
s_002548,0,10173.89,3.3,26,8480.45,0
s_002549,0,24861.67,3.42,15,14551.15,1
s_002550,0,12137.48,5.56,1,12821.46,3
s_002551,1,22201.62,2.61,0,17623.67,3
s_002552,0,19131.24,0.0,44,12082.26,1
s_002553,0,20423.7,4.73,0,10644.86,2
s_002554,0,42813.23,0.0,25,30868.41,0
s_002555,0,23069.37,6.23,17,13256.14,0
s_002556,0,39133.62,3.11,18,22898.28,2
s_002557,0,45447.81,1.3,43,30422.31,2
s_002558,0,42413.24,1.29,19,18550.34,2
s_002559,1,28963.78,1.08,1,16388.84,0
s_002560,0,29263.66,1.16,47,20620.14,0
s_002561,0,33847.54,2.41,34,27854.6,3
s_002562,0,11049.61,0.42,30,11875.23,2
s_002563,1,25427.01,2.02,39,12515.08,2
s_002564,1,50614.46,6.87,26,41242.02,0
s_002565,0,44816.27,3.85,25,30579.32,0
s_002566,0,37157.74,1.64,0,14081.28,0
s_002567,0,16996.15,0.55,26,24301.12,0
s_002568,0,45522.24,0.96,26,33893.63,3
s_002569,0,36302.45,2.99,49,24606.67,1
s_002570,1,30765.81,5.55,41,22151.48,0
s_002571,0,39641.14,0.1,27,36200.55,2
s_002572,0,20458.34,8.75,7,15669.5,0
s_002573,0,34661.95,1.15,33,25846.14,0
s_002574,0,41363.63,3.76,29,16430.93,1
s_002575,0,33829.32,2.53,21,12316.1,3
s_002576,0,42996.88,0.0,21,37791.78,2
s_002577,0,46507.18,3.79,43,26947.1,1
s_002578,0,29970.58,4.38,22,17777.29,2
s_002579,0,3000.0,7.23,45,3164.5,0
s_002580,0,32620.47,3.82,23,29703.93,0
s_002581,0,43595.59,4.14,23,27735.09,1
s_002582,0,11692.98,5.28,0,6157.31,3
s_002583,0,3000.0,6.29,47,1739.21,1
s_002584,0,29022.89,2.04,27,19965.59,0
s_002585,0,49891.26,6.58,49,31508.36,0
s_002586,0,19281.82,5.2,24,13249.25,2
s_002587,1,19430.71,6.98,6,14060.73,1
s_002588,0,40051.39,2.6,0,15445.67,1
s_002589,0,20886.11,1.84,10,11499.49,0
s_002590,0,29696.43,2.67,52,19349.77,0
s_002591,1,41510.3,1.64,54,38562.15,2
s_002592,0,42458.99,2.14,37,8972.06,0
s_002593,0,36824.61,2.31,34,34558.15,0
s_002594,0,37839.46,1.05,12,35650.99,1
s_002595,0,9790.04,3.16,34,2804.8,0
s_002596,0,19332.43,2.29,40,16143.68,2
s_002597,0,41689.23,2.81,39,20650.92,0
s_002598,0,23650.98,8.51,15,11198.24,2
s_002599,0,27798.31,4.13,0,11883.48,2
s_002600,0,7280.65,4.25,13,5301.04,0
s_002601,0,27049.25,6.01,29,8206.75,4
s_002602,0,26424.73,2.88,25,21724.02,0
s_002603,1,24991.87,2.15,0,10820.63,0
s_002604,0,27741.01,0.0,34,18625.68,0
s_002605,0,12536.48,0.0,17,5485.02,0
s_002606,1,29061.25,2.77,35,13133.73,0
s_002607,0,7738.76,4.65,38,4480.54,1
s_002608,0,32050.61,4.06,0,25643.97,0
s_002609,0,18761.14,2.62,28,5683.61,1
s_002610,0,21723.04,4.22,10,16806.25,0
s_002611,0,41425.16,0.99,20,28582.74,0
s_002612,1,52866.88,0.12,2,11943.94,0
s_002613,1,40670.45,1.78,72,27191.4,2
s_002614,0,3000.0,2.57,44,1590.62,0
s_002615,1,10364.27,5.3,6,8714.89,0
s_002616,0,41868.44,6.22,39,42663.76,1
s_002617,0,25231.84,0.0,9,11058.7,0
s_002618,1,33654.73,5.03,0,21486.87,5
s_002619,0,18622.08,4.65,22,13664.83,1
s_002620,0,29940.81,3.16,12,25335.8,1
s_002621,0,47303.5,5.1,0,25012.95,0
s_002622,0,26987.88,1.59,47,20302.71,1
s_002623,0,36835.09,0.0,10,27800.59,0
s_002624,1,17922.17,1.69,14,15613.58,0
s_002625,0,8926.44,5.86,15,4255.24,0
s_002626,0,25155.41,1.52,26,16251.8,0
s_002627,1,19754.87,0.0,10,10831.37,2
s_002628,1,22397.13,1.78,25,20539.67,0
s_002629,0,32391.47,1.62,38,23321.14,5
s_002630,1,28630.79,6.78,25,29352.8,1
s_002631,0,20265.01,4.84,69,18154.3,0
s_002632,0,44542.78,3.58,11,40141.81,0
s_002633,0,26500.36,2.56,40,10558.67,0
s_002634,0,42872.21,3.52,41,46389.57,1
s_002635,0,25413.13,0.02,17,21133.96,0
s_002636,0,31976.31,5.4,34,20373.53,0
s_002637,0,28569.08,6.89,0,30217.06,1
s_002638,0,52933.86,2.24,32,31723.46,1
s_002639,1,17507.88,0.0,7,9830.69,1
s_002640,1,20683.05,0.99,14,26837.03,1
s_002641,0,19632.3,0.0,0,17576.29,2
s_002642,0,43478.48,4.51,2,38528.95,2
s_002643,0,30921.33,8.74,23,30050.55,0
s_002644,0,22616.36,5.13,13,17678.34,0
s_002645,0,39708.51,5.03,58,27240.45,0
s_002646,0,38726.64,3.9,20,16250.93,0
s_002647,0,10761.66,2.07,15,5563.8,1
s_002648,0,33709.09,2.44,15,24720.6,1
s_002649,0,22706.45,6.63,29,6197.82,2
s_002650,0,41835.84,0.0,56,33442.66,0
s_002651,1,35276.02,2.85,30,26012.55,0
s_002652,0,25020.16,4.0,28,15887.57,0
s_002653,1,3000.0,0.0,33,2293.14,3
s_002654,0,40186.93,0.0,0,25151.07,1
s_002655,0,19466.99,0.0,38,12062.57,1
s_002656,0,32837.59,6.21,0,22213.17,2
s_002657,0,31844.23,3.94,37,28188.27,0
s_002658,0,33281.97,6.15,0,19187.66,0
s_002659,0,39117.59,2.06,42,28623.09,0
s_002660,1,54382.73,0.0,33,36664.29,4
s_002661,0,27489.97,0.95,58,28020.2,0
s_002662,0,35392.94,3.04,8,10882.46,2
s_002663,0,29611.4,0.2,28,19528.12,0
s_002664,1,3000.0,4.47,45,2007.66,2
s_002665,0,21981.64,0.31,30,22477.76,1
s_002666,0,7601.24,3.36,38,5133.5,0
s_002667,0,49425.44,3.46,45,31455.06,0
s_002668,1,32529.86,4.82,24,17994.58,2
s_002669,0,7248.83,6.81,34,6069.34,4
s_002670,0,21893.75,9.86,22,15607.05,0
s_002671,0,39449.57,7.33,27,23695.77,0
s_002672,0,47341.22,0.55,3,15907.34,2
s_002673,0,21844.54,2.6,44,18963.79,1
s_002674,0,27686.87,1.69,72,19098.81,0
s_002675,0,33890.53,3.54,29,24038.86,3
s_002676,0,22741.49,1.82,0,14944.1,1
s_002677,0,30359.97,5.28,7,23856.8,2
s_002678,0,22381.84,3.57,61,19978.9,1
s_002679,1,28012.47,3.31,41,25420.55,0
s_002680,0,17310.54,8.87,19,14973.69,0
s_002681,1,54367.82,7.97,42,33449.11,0
s_002682,0,16263.78,2.54,26,15066.68,0
s_002683,0,13949.69,1.74,20,7798.2,0
s_002684,0,31076.71,2.39,8,27866.13,0
s_002685,1,24633.59,5.43,0,15106.76,2
s_002686,0,22982.71,0.0,5,14680.76,0
s_002687,0,30442.68,6.29,25,20905.43,4
s_002688,0,15703.02,4.51,43,12076.82,0
s_002689,1,38515.96,5.83,23,22019.04,3
s_002690,0,33785.04,4.83,30,15829.76,0
s_002691,0,55011.49,2.39,14,42334.51,4
s_002692,0,29181.99,2.41,15,26919.66,0
s_002693,0,10848.18,6.65,0,9950.65,1
s_002694,1,42903.05,4.88,22,21367.17,1
s_002695,1,17531.81,0.0,15,11619.45,2
s_002696,0,39667.01,2.87,29,34720.8,0
s_002697,0,39623.91,5.82,44,20834.29,3
s_002698,0,42644.24,2.65,29,24647.7,0
s_002699,0,20194.53,4.47,43,14106.52,0
s_002700,0,28102.2,1.45,26,18034.62,2
s_002701,0,19453.76,3.23,24,15116.9,1
s_002702,0,22603.16,2.35,22,9436.87,1
s_002703,0,27983.1,1.99,5,16422.9,0
s_002704,0,29182.37,2.9,22,16541.99,3
s_002705,0,32947.77,0.0,44,10714.24,0
s_002706,1,3974.61,1.85,27,2952.59,2
s_002707,0,44990.34,0.0,34,31805.85,2
s_002708,0,21486.8,2.52,35,16807.8,2
s_002709,0,25162.63,2.61,18,15815.92,1
s_002710,1,48833.24,0.0,32,34015.96,2
s_002711,1,32618.28,2.69,13,10897.94,2
s_002712,1,36755.22,0.0,15,34485.58,0
s_002713,0,43001.59,3.83,1,29809.78,0
s_002714,1,44720.04,0.0,33,4914.74,0
s_002715,0,30141.66,0.36,46,31573.67,0
s_002716,0,32625.03,9.3,42,22472.17,1
s_002717,0,34466.52,3.0,8,23272.13,0
s_002718,0,24719.93,0.79,7,13875.14,0
s_002719,0,23813.33,0.28,26,22588.43,2
s_002720,0,3000.0,0.0,40,451.32,1
s_002721,1,34086.32,0.0,11,26597.88,1
s_002722,0,26186.31,4.57,26,14164.01,1
s_002723,1,25801.89,3.8,64,17674.42,2
s_002724,0,19745.85,8.55,4,12227.01,1
s_002725,0,29303.5,5.29,5,24879.54,1
s_002726,0,42015.09,5.51,33,23102.92,4
s_002727,0,3000.0,3.33,0,2466.74,0
s_002728,0,37810.78,6.88,0,34374.78,1
s_002729,0,18758.76,1.82,24,20039.32,1
s_002730,1,36528.92,2.2,53,9976.06,3
s_002731,1,3000.0,5.76,51,2381.66,0
s_002732,0,19454.2,2.79,24,2568.21,0
s_002733,0,21647.74,2.9,0,15673.7,2
s_002734,0,30982.16,0.0,30,22275.5,0
s_002735,0,9767.38,3.0,41,5657.11,0
s_002736,0,35921.08,1.33,21,22394.94,0
s_002737,0,12053.19,1.64,9,2694.66,0
s_002738,0,36727.02,4.83,12,34679.62,1
s_002739,0,43502.83,0.55,60,13354.55,1
s_002740,0,25297.85,3.35,32,12857.73,0
s_002741,0,9677.21,8.26,0,7697.43,1
s_002742,0,30584.28,3.85,9,24403.09,0
s_002743,0,31360.27,0.1,12,13072.49,3
s_002744,0,36269.75,4.86,0,33243.65,3
s_002745,0,11639.67,0.91,28,12313.93,0
s_002746,0,20954.32,4.45,20,9343.46,0
s_002747,0,28347.19,0.0,28,19732.28,0
s_002748,0,33134.76,2.1,33,13555.65,1
s_002749,0,36618.24,5.2,33,36953.34,2
s_002750,0,32152.92,3.11,14,11092.81,0
s_002751,0,21644.51,2.67,46,19985.07,0
s_002752,0,46466.19,4.64,24,31587.25,1
s_002753,0,37888.64,5.79,28,20261.0,2
s_002754,1,36071.38,3.12,8,14352.08,0
s_002755,1,46347.6,0.62,23,29746.11,3
s_002756,0,49174.96,5.42,36,21856.58,1
s_002757,0,6381.46,5.43,29,3925.07,1
s_002758,0,20200.21,2.69,16,4918.97,0
s_002759,1,12686.82,8.07,17,8419.46,0
s_002760,0,31108.51,5.03,0,15543.91,0
s_002761,1,52378.71,1.72,36,43636.15,0
s_002762,0,32068.91,7.63,0,20327.0,0
s_002763,0,24065.1,5.74,0,16438.99,1
s_002764,0,13517.95,7.08,20,12116.36,2
s_002765,1,6078.64,5.45,0,4239.52,3
s_002766,0,15257.67,7.93,23,11784.58,0
s_002767,0,37135.3,4.38,0,14466.92,0
s_002768,1,12556.75,3.31,22,8987.06,4
s_002769,1,25691.33,3.49,19,10666.32,0
s_002770,0,24642.46,6.44,0,19528.34,0
s_002771,0,30658.72,3.43,17,18394.48,0
s_002772,0,13665.53,5.33,18,8289.53,0
s_002773,0,22488.91,2.0,18,17170.33,0
s_002774,0,31481.42,1.75,68,20833.06,2
s_002775,0,32641.04,2.05,21,24400.74,0
s_002776,0,37593.73,4.66,21,19355.24,1
s_002777,0,32142.78,4.89,42,26852.11,1
s_002778,0,28869.82,5.54,39,17612.53,2
s_002779,0,26104.17,2.84,36,33516.44,0
s_002780,0,26605.64,4.76,26,17866.4,3
s_002781,0,23804.44,1.12,15,13243.72,0
s_002782,0,30749.19,0.66,23,19006.03,1
s_002783,0,18393.42,3.75,10,18335.99,2
s_002784,0,5559.82,3.83,22,4719.46,0
s_002785,0,20259.25,6.02,48,16949.99,0
s_002786,0,36621.49,3.15,23,15932.65,0
s_002787,1,6609.55,1.09,29,4890.37,1
s_002788,0,27060.9,4.12,22,22096.85,0
s_002789,0,3000.0,7.46,23,2394.71,0
s_002790,1,40896.73,0.0,44,43600.92,0
s_002791,0,24884.74,4.44,21,21257.58,1
s_002792,1,25557.31,3.99,3,24860.43,1
s_002793,0,40588.61,6.36,17,32418.36,0
s_002794,0,12711.38,0.0,57,11230.35,1
s_002795,0,22566.71,0.12,30,20252.72,0
s_002796,0,3000.0,1.23,51,1458.41,1
s_002797,0,31928.64,7.64,0,19684.5,2
s_002798,1,45815.47,0.0,36,33190.77,2
s_002799,1,9868.3,7.26,42,4181.68,2
s_002800,0,39634.98,3.53,0,14714.67,2
s_002801,0,26897.48,2.36,24,8148.6,1
s_002802,1,31057.06,1.59,26,11675.22,1
s_002803,0,34379.86,0.0,22,25793.9,0
s_002804,0,35586.81,0.2,8,34623.88,0
s_002805,0,52203.52,4.7,9,22624.61,1
s_002806,0,31052.99,0.55,28,23629.69,1
s_002807,0,11436.71,3.09,22,8827.05,0
s_002808,0,3000.0,7.89,58,2243.72,0
s_002809,0,24909.29,5.92,10,16644.07,2
s_002810,0,26312.21,1.19,28,26558.07,1
s_002811,0,35358.99,2.88,48,12746.35,0
s_002812,1,33932.14,0.1,0,5143.09,2
s_002813,0,19036.9,5.91,32,8470.93,2
s_002814,0,31979.48,4.27,26,19952.26,0
s_002815,0,12219.58,1.89,12,7509.19,0
s_002816,0,40423.55,5.3,29,19457.34,0
s_002817,0,26699.08,0.42,35,17127.89,0
s_002818,0,50494.04,6.61,15,17803.52,1
s_002819,0,33462.95,2.22,15,23420.45,1
s_002820,0,31435.58,2.95,37,18667.26,0
s_002821,0,23617.05,1.83,38,14498.04,0
s_002822,0,28621.42,3.53,16,21095.96,0
s_002823,0,25443.04,6.58,65,27705.94,3
s_002824,1,23477.28,0.0,1,17696.0,1
s_002825,0,23143.54,6.77,45,12320.51,1
s_002826,0,19654.45,5.6,0,7718.53,0
s_002827,0,29998.11,6.44,3,23483.81,0
s_002828,0,38290.27,2.95,36,25790.02,0
s_002829,1,38947.91,1.76,16,24638.04,0
s_002830,0,49138.52,4.53,36,34203.68,1
s_002831,0,46974.81,3.58,0,22017.52,0
s_002832,0,3000.0,2.64,26,1825.47,0
s_002833,0,22653.3,0.58,30,20443.14,0
s_002834,0,26469.6,0.0,2,13539.02,0
s_002835,0,28808.53,1.88,41,13688.24,0
s_002836,0,20598.93,6.53,33,16525.38,0
s_002837,1,31485.91,5.74,10,27282.62,2
s_002838,0,21497.55,1.29,50,14004.73,0
s_002839,1,46503.28,0.0,0,40048.95,0
s_002840,0,56861.3,2.05,26,50173.69,0
s_002841,0,25532.1,1.32,30,18784.42,0
s_002842,0,27836.11,3.68,21,15473.73,2
s_002843,0,3000.0,3.57,15,1419.74,0
s_002844,1,24961.98,2.48,10,26652.0,0
s_002845,0,18291.26,3.43,27,10929.54,0
s_002846,0,40121.38,3.34,26,21047.78,2
s_002847,0,19585.69,5.52,25,12577.95,0
s_002848,0,18219.96,4.08,27,10059.21,1
s_002849,0,38404.51,2.7,52,16560.24,1
s_002850,0,8342.66,0.02,12,2544.62,0
s_002851,0,29639.89,0.11,13,13344.4,2
s_002852,0,41513.08,3.67,52,49422.04,4
s_002853,1,11726.87,4.64,53,8290.3,0
s_002854,1,17018.5,2.14,22,14529.09,3
s_002855,0,31276.24,1.52,38,25660.47,0
s_002856,0,22614.48,4.59,24,12460.51,0
s_002857,0,25048.19,2.19,28,13806.47,1
s_002858,0,30561.05,6.88,16,11435.8,0
s_002859,1,13000.76,5.25,16,11755.84,0
s_002860,0,37603.53,2.28,53,10731.49,0
s_002861,1,28548.92,5.85,0,5477.17,0
s_002862,0,27574.67,4.16,33,20159.53,1
s_002863,0,36578.46,0.0,30,15018.46,0
s_002864,0,22165.89,0.0,22,11897.7,1
s_002865,1,43475.39,2.19,8,38505.13,0
s_002866,0,20417.26,3.15,8,7470.35,1
s_002867,0,50496.06,3.66,16,38707.64,0
s_002868,0,37031.45,4.32,37,34983.54,0
s_002869,0,27750.99,0.0,19,25321.27,1
s_002870,0,33773.35,2.15,6,26031.83,3
s_002871,0,10223.77,0.0,56,9104.43,0
s_002872,1,29670.65,4.54,0,12352.41,0
s_002873,0,38786.52,0.0,29,20574.09,2
s_002874,0,37823.98,3.44,17,18520.22,2
s_002875,0,17836.58,5.0,37,10003.33,0
s_002876,0,34567.95,6.02,26,28165.09,1
s_002877,0,39752.88,0.0,11,19346.0,0
s_002878,0,22961.68,4.74,38,15554.3,0
s_002879,0,44179.38,0.43,19,20273.12,1
s_002880,0,30732.14,2.47,19,19071.3,1
s_002881,0,14125.57,0.0,18,11313.13,0
s_002882,0,38822.31,1.96,60,29792.34,1
s_002883,0,31487.76,2.48,22,3241.04,0
s_002884,1,21068.74,6.59,12,13474.02,0
s_002885,0,26153.64,3.3,26,22601.39,1
s_002886,0,32044.53,0.18,15,14466.09,2
s_002887,1,4686.17,1.53,8,1999.94,0
s_002888,0,26744.12,0.59,44,19865.01,0
s_002889,0,36234.99,7.43,18,25718.37,1
s_002890,0,40254.37,1.68,31,27457.32,2
s_002891,0,27484.34,4.77,44,15957.98,1
s_002892,0,25947.91,3.8,0,20027.51,2
s_002893,0,43054.25,3.01,16,19070.69,1
s_002894,0,29711.97,3.54,25,9887.38,0
s_002895,0,48540.72,0.77,15,35326.56,1
s_002896,0,28667.71,0.0,56,17903.34,0
s_002897,0,13702.73,5.03,33,7016.34,1
s_002898,0,11468.82,4.04,16,4410.83,3
s_002899,0,47652.32,2.88,30,27432.69,0
s_002900,0,23014.73,0.0,22,12448.03,2
s_002901,1,25726.9,2.31,9,26807.05,0
s_002902,0,37405.58,5.28,27,22055.88,0
s_002903,0,31856.61,1.68,0,16972.71,1
s_002904,0,36624.92,2.73,0,24306.03,1
s_002905,0,36311.92,4.14,29,14485.04,0
s_002906,0,39800.3,2.64,16,38542.47,0
s_002907,0,18372.13,0.0,57,9077.06,2
s_002908,0,53146.67,2.62,18,6903.62,0
s_002909,0,13530.06,1.51,0,9595.04,2
s_002910,0,19595.7,6.67,22,15713.33,1
s_002911,0,24920.79,3.41,9,23025.97,0
s_002912,1,45792.29,0.0,4,44158.85,1
s_002913,0,24525.17,2.59,13,22896.18,0
s_002914,0,33493.15,0.13,22,29771.7,1
s_002915,1,32732.34,0.0,31,9159.42,1
s_002916,1,45713.93,0.95,13,42257.71,0
s_002917,0,11612.01,2.02,44,5998.15,0
s_002918,0,45820.42,4.86,33,44835.0,0
s_002919,0,39121.13,6.5,21,23035.87,0
s_002920,0,27543.98,2.81,24,12823.99,0
s_002921,0,38516.1,1.25,3,39926.37,3
s_002922,0,43494.6,4.39,18,35780.74,2
s_002923,0,32271.44,0.0,33,26492.55,1
s_002924,0,13620.28,1.24,56,8724.92,0
s_002925,0,22973.99,5.29,42,10253.06,0
s_002926,0,32536.36,3.93,51,15765.41,2
s_002927,0,21157.94,2.05,19,17436.69,1
s_002928,0,25697.74,5.31,38,26290.87,3
s_002929,0,12150.78,2.22,63,9738.75,0
s_002930,1,13068.76,0.02,12,8659.07,2
s_002931,1,55868.99,3.07,35,58875.68,0
s_002932,0,40084.15,0.96,18,17256.87,2
s_002933,0,32186.95,7.61,8,21459.55,0
s_002934,0,27153.39,3.21,0,15114.09,0
s_002935,0,33727.08,1.9,25,18434.18,0
s_002936,0,38621.14,6.21,21,34517.55,2
s_002937,0,46812.09,3.11,12,42083.23,1
s_002938,0,21220.65,5.55,21,19310.74,1
s_002939,0,31487.01,0.0,9,0.0,0
s_002940,0,41897.11,1.18,52,25804.92,1
s_002941,0,16220.27,0.0,55,8596.36,0
s_002942,0,21929.25,4.12,11,14914.24,0
s_002943,1,3219.18,0.0,40,2981.04,3
s_002944,0,33024.67,4.85,51,24750.76,0
s_002945,0,51364.29,2.74,30,40168.93,0
s_002946,0,37326.25,3.11,42,31342.97,0
s_002947,0,32054.07,0.59,40,18479.25,0
s_002948,0,40951.75,2.45,20,14961.26,3
s_002949,0,20382.89,5.09,56,12073.98,4
s_002950,0,22118.86,0.0,7,14093.18,0
s_002951,0,23159.8,0.0,34,9649.91,1
s_002952,0,36916.49,1.61,44,23823.1,2
s_002953,1,35893.64,2.99,49,33061.77,0
s_002954,0,17083.67,0.0,49,7645.86,0
s_002955,0,44224.51,3.3,17,41078.95,0
s_002956,0,45026.55,0.87,3,11858.97,0
s_002957,0,12881.2,4.49,20,6253.85,0
s_002958,0,17165.16,4.21,2,16765.0,0
s_002959,0,48408.39,4.22,0,20374.93,0
s_002960,0,34870.29,0.0,15,30396.99,2
s_002961,0,23577.21,3.4,42,18093.72,0
s_002962,0,24118.06,4.18,36,19940.81,0
s_002963,0,30166.57,3.1,30,21125.98,1
s_002964,0,24369.76,0.2,52,15339.25,1
s_002965,0,41535.71,4.81,18,26007.57,1
s_002966,0,39998.28,2.68,40,14346.12,0
s_002967,0,16361.21,3.58,7,14316.2,2
s_002968,0,34335.38,1.65,46,41543.4,3
s_002969,0,17721.13,2.85,19,16279.82,0
s_002970,0,25840.37,2.01,25,21255.9,0
s_002971,1,26142.05,4.22,35,24174.23,3
s_002972,0,32563.69,9.25,25,29416.57,0
s_002973,1,36339.55,0.0,22,35411.35,4
s_002974,0,36776.92,1.6,12,25328.6,0
s_002975,0,18552.7,4.0,4,11284.7,0
s_002976,0,16966.51,2.11,51,12338.21,0
s_002977,0,12120.27,3.64,0,6142.39,0
s_002978,0,27477.74,7.32,42,28529.0,0
s_002979,1,40009.45,6.67,20,27274.21,1
s_002980,0,49010.3,4.92,11,39782.92,0
s_002981,0,27465.89,2.43,30,18933.18,0
s_002982,0,23157.16,0.0,27,25645.87,0
s_002983,0,23798.46,3.8,30,17635.32,0
s_002984,0,24610.74,6.7,0,23533.36,0
s_002985,0,56360.52,5.96,21,50044.37,0
s_002986,0,10352.29,6.01,33,2985.06,0
s_002987,0,38961.37,0.0,28,25757.84,0
s_002988,0,17008.89,4.92,39,15355.71,1
s_002989,0,34783.11,5.65,60,18516.39,0
s_002990,0,16183.95,0.51,20,9118.27,1
s_002991,1,19506.45,1.56,20,8157.96,0
s_002992,0,26479.83,3.85,10,15656.92,2
s_002993,0,34281.85,3.57,16,14622.39,0
s_002994,1,30624.95,3.28,20,22339.81,0
s_002995,0,32273.52,7.15,31,27506.94,0
s_002996,0,31522.3,4.8,36,13976.91,2
s_002997,0,25053.5,0.0,11,17381.13,2
s_002998,0,21504.72,2.59,0,12734.53,1
s_002999,0,24238.57,4.82,24,10355.54,0
s_003000,0,29170.23,0.0,0,11196.32,0
s_003001,0,13701.84,4.94,42,5511.88,0
s_003002,0,18952.69,8.37,22,14673.45,2
s_003003,0,25432.5,5.95,22,18336.25,1
s_003004,0,3000.0,4.78,19,1613.93,1
s_003005,0,41493.62,7.06,30,25004.89,0
s_003006,1,13951.25,0.02,14,14262.09,2
s_003007,0,41851.26,8.19,26,30840.32,1
s_003008,0,34815.18,7.91,10,25590.26,4
s_003009,0,43935.56,7.52,0,25040.61,2
s_003010,0,24292.44,2.53,22,7116.16,1
s_003011,0,38352.35,4.31,52,24358.93,0
s_003012,0,55385.21,0.73,35,47924.72,0
s_003013,0,34443.86,0.0,21,33421.37,0
s_003014,1,19858.94,1.05,31,9037.35,0
s_003015,0,19808.04,4.42,32,6928.86,2
s_003016,1,24460.39,4.32,5,9893.14,1
s_003017,0,40932.88,2.41,0,24342.52,3
s_003018,0,30318.15,0.0,20,15717.83,1
s_003019,0,14284.44,1.55,27,8368.63,1
s_003020,0,68540.42,2.82,24,54862.5,1
s_003021,1,32269.21,2.4,0,20391.53,4
s_003022,1,16917.69,3.27,52,4761.76,1
s_003023,0,11487.25,6.74,44,5018.52,1
s_003024,0,31297.85,2.82,5,26998.81,0
s_003025,0,19684.83,2.45,35,18191.16,2
s_003026,0,23767.16,2.06,0,22759.57,0
s_003027,0,11618.8,8.01,0,4150.57,0
s_003028,0,25061.01,2.97,48,20158.7,0
s_003029,0,30569.62,4.65,22,22709.88,1
s_003030,1,20376.88,5.06,67,18028.04,0
s_003031,0,17817.77,0.0,48,3673.86,0
s_003032,0,52152.3,5.38,19,21142.51,0
s_003033,0,33290.14,0.0,49,16280.61,0
s_003034,0,28564.19,1.55,37,28199.82,1
s_003035,0,18850.86,6.29,0,12661.25,1
s_003036,0,3000.0,1.45,16,1137.62,0
