subject_id,income_monthly,employment_years,credit_history_months,avg_monthly_spend,late_payments_12m,defaulted
subj_005759,27392.93,0.9,22,15519.72,0,0
subj_005760,10591.16,3.75,0,10339.4,3,1
subj_005761,43449.09,4.58,34,24496.99,0,0
subj_005762,16931.29,5.26,29,12230.72,2,0
subj_005763,34169.79,2.91,52,27237.28,1,0
subj_005764,14431.18,2.01,46,5282.13,2,1
subj_005765,37489.97,3.45,25,23829.13,1,0
subj_005766,14981.36,5.51,12,11723.01,0,0
subj_005767,41785.49,2.95,29,21965.92,1,0
subj_005768,33808.36,1.79,0,17909.84,1,0
subj_005769,13749.14,1.02,19,10961.07,0,1
subj_005770,23346.11,2.51,47,18794.23,1,0
subj_005771,28362.38,4.26,30,15190.42,0,0
subj_005772,28663.82,2.4,0,25516.37,0,1
subj_005773,26226.07,7.03,7,7320.15,0,0
subj_005774,27334.68,4.36,19,20895.8,0,0
subj_005775,10883.38,1.23,30,4998.21,2,1
subj_005776,3000.0,3.19,17,1991.55,0,0
subj_005777,37744.04,0.0,9,27567.42,3,1
subj_005778,27010.83,0.0,0,11477.46,1,0
subj_005779,28083.76,0.0,52,23438.95,0,1
subj_005780,35413.44,1.29,15,20103.67,0,0
subj_005781,22390.67,5.61,6,13786.02,0,0
subj_005782,29028.4,0.0,45,20235.37,0,0
subj_005783,26884.36,1.07,43,20918.89,0,0
subj_005784,28890.96,0.0,0,13925.62,0,0
subj_005785,15839.39,2.6,32,4582.24,0,0
subj_005786,53157.4,5.46,27,21862.21,0,0
subj_005787,40313.42,5.66,2,39223.25,0,0
subj_005788,37078.05,5.29,55,12808.9,4,1
subj_005789,36900.39,2.7,28,26286.52,2,1
subj_005790,13150.84,3.85,5,10452.81,0,0
subj_005791,31032.78,3.28,12,19722.0,1,0
subj_005792,32503.96,6.09,57,20404.28,1,0
subj_005793,14750.73,6.87,33,6005.96,0,0
subj_005794,22308.67,2.49,0,13575.93,3,1
subj_005795,23552.55,3.99,6,15562.59,0,0
subj_005796,21820.28,2.12,20,7717.15,2,0
subj_005797,34607.38,2.81,38,12803.77,0,0
subj_005798,5904.84,2.02,16,2258.2,3,0
subj_005799,26214.78,1.46,13,23215.19,1,0
subj_005800,30862.31,3.54,30,21229.88,0,0
subj_005801,3000.0,4.77,27,2512.98,0,0
subj_005802,46083.81,2.61,31,40838.42,1,0
subj_005803,31260.95,0.0,35,22869.23,0,0
subj_005804,35465.38,1.41,20,28054.39,0,0
subj_005805,13737.1,4.61,31,6587.65,0,0
subj_005806,13402.48,1.38,41,6192.22,3,0
subj_005807,32487.31,3.66,26,13579.45,2,0
subj_005808,23387.43,3.28,35,10828.79,0,0
subj_005809,13612.14,4.76,28,8986.62,0,0
subj_005810,49595.14,1.29,47,35072.61,2,0
subj_005811,33938.76,6.29,30,18941.64,2,0
subj_005812,32829.92,3.75,17,17272.93,2,0
subj_005813,31526.25,2.46,0,16835.46,3,0
subj_005814,22289.81,0.58,0,16158.89,1,1
subj_005815,38762.43,2.82,34,18283.12,1,1
subj_005816,31546.64,0.47,10,29889.82,0,0
subj_005817,12921.18,6.97,46,2594.6,1,0
subj_005818,22746.08,4.55,25,18509.89,0,0
subj_005819,45537.25,2.03,41,34865.11,0,0
subj_005820,3276.89,3.36,58,2021.81,3,0
subj_005821,41261.19,2.56,13,21905.2,0,0
subj_005822,13593.64,4.9,9,4788.83,0,0
subj_005823,34307.23,3.28,1,22196.8,3,0
subj_005824,51691.9,2.26,51,43639.48,1,0
subj_005825,22209.7,5.3,36,9386.77,0,0
subj_005826,31396.17,5.29,52,13355.02,1,1
subj_005827,8863.14,0.66,11,8418.69,0,0
subj_005828,24585.07,5.05,0,16476.54,0,0
subj_005829,32301.34,6.52,38,27080.6,1,0
subj_005830,9589.24,2.56,40,7934.1,4,1
subj_005831,38859.63,7.16,31,17023.39,1,0
subj_005832,26386.97,1.69,68,19262.08,0,0
subj_005833,34997.46,0.0,29,29837.81,1,0
subj_005834,32819.75,3.61,15,21053.21,2,1
subj_005835,44822.55,0.55,32,31737.07,3,0
subj_005836,39142.89,9.2,13,31972.32,0,0
subj_005837,29038.13,3.96,36,26568.53,0,0
subj_005838,36786.72,0.63,13,30670.02,0,0
subj_005839,47032.49,0.24,9,39622.64,2,1
subj_005840,34383.91,4.38,4,33958.75,0,0
subj_005841,28327.39,1.63,0,25044.11,3,0
subj_005842,20271.23,1.05,16,12773.67,1,0
subj_005843,14263.43,0.0,24,11571.37,1,0
subj_005844,12419.28,2.44,0,7226.68,1,0
subj_005845,33977.31,2.6,19,21132.73,0,0
subj_005846,36728.74,3.74,0,31222.02,0,0
subj_005847,15724.73,2.49,31,10418.67,0,0
subj_005848,28444.71,1.91,45,22306.29,0,0
subj_005849,5441.43,0.0,43,4926.96,1,0
subj_005850,26305.5,1.67,34,16719.09,1,1
subj_005851,25554.31,4.36,0,24216.56,0,0
subj_005852,23327.98,3.05,6,11493.9,2,0
subj_005853,32136.02,1.45,5,23103.58,1,0
subj_005854,39279.01,2.64,0,30426.92,0,0
subj_005855,24506.79,1.01,35,20408.92,0,0
subj_005856,30201.63,5.13,30,12134.52,0,0
subj_005857,31563.58,3.79,0,11041.66,0,1
subj_005858,13448.82,4.67,13,10604.36,3,1
subj_005859,22210.58,1.57,24,19959.96,0,1
subj_005860,3000.0,0.0,11,2343.59,2,1
subj_005861,9054.06,0.0,0,5528.96,2,1
subj_005862,22766.57,1.84,0,21885.02,3,0
subj_005863,20714.39,2.57,36,14226.23,0,0
subj_005864,44907.51,3.43,52,25808.59,1,0
subj_005865,9980.97,3.79,2,9629.53,0,0
subj_005866,35792.87,0.82,29,14255.77,4,0
subj_005867,33053.29,4.66,28,13627.96,3,0
subj_005868,11282.83,0.5,32,5651.35,4,1
subj_005869,50570.18,3.53,7,32581.39,1,0
subj_005870,29025.53,7.43,25,17604.09,1,1
subj_005871,32169.79,2.04,27,12612.18,0,1
subj_005872,19232.11,0.0,32,15336.99,0,0
subj_005873,51675.58,1.79,29,52297.42,0,0
subj_005874,18013.08,6.41,42,8301.35,3,0
subj_005875,28284.24,0.58,5,27268.89,2,0
subj_005876,26371.9,2.3,41,14244.02,1,0
subj_005877,23365.85,4.85,0,12288.81,2,0
subj_005878,23813.57,2.5,17,22528.88,0,1
subj_005879,44380.54,2.05,2,23055.67,0,0
subj_005880,16581.76,3.29,20,11027.42,2,0
subj_005881,19437.48,2.65,23,17604.74,0,0
subj_005882,31172.95,1.45,14,26205.75,0,0
subj_005883,37006.94,2.27,21,28463.23,3,0
subj_005884,24820.22,0.0,21,10978.05,0,0
subj_005885,37448.67,3.68,2,21929.98,1,0
subj_005886,41115.04,5.26,34,21677.41,1,0
subj_005887,41421.09,4.83,0,51430.38,3,0
subj_005888,34834.57,4.38,17,24035.59,2,0
subj_005889,27298.15,2.83,25,30553.17,2,0
subj_005890,13732.13,3.21,46,6810.72,0,0
subj_005891,61104.46,0.73,20,37278.1,3,0
subj_005892,59791.61,0.0,0,19716.67,0,0
subj_005893,28704.72,4.47,46,17917.21,2,0
subj_005894,15390.81,3.94,17,9351.3,1,1
subj_005895,19794.44,1.79,24,15623.6,3,0
subj_005896,23007.38,5.19,19,3703.84,0,0
subj_005897,13236.77,6.56,26,8648.96,1,0
subj_005898,38915.32,3.63,18,20634.95,0,0
subj_005899,32051.52,1.86,57,16907.77,3,0
subj_005900,17428.97,0.0,13,13646.0,0,0
subj_005901,38230.71,1.66,11,32431.14,0,0
subj_005902,14249.01,4.84,30,8608.75,3,1
subj_005903,42614.84,2.39,14,9879.71,2,1
subj_005904,14888.88,6.52,26,13528.87,0,0
subj_005905,43248.97,9.06,38,18498.68,1,0
subj_005906,38265.27,5.04,27,31582.39,2,1
subj_005907,41251.66,4.33,43,29285.57,0,0
subj_005908,48918.21,0.34,14,21625.63,0,0
subj_005909,41627.02,0.14,12,17158.17,0,0
subj_005910,21284.19,0.0,15,8995.99,0,0
subj_005911,36851.01,0.0,11,21704.52,0,0
subj_005912,20542.94,1.87,9,11616.51,1,0
subj_005913,3000.0,4.98,20,1841.45,0,0
subj_005914,28548.52,1.28,50,29517.98,3,0
subj_005915,32775.28,3.87,29,20432.35,1,0
subj_005916,36030.03,0.0,44,11442.33,0,0
subj_005917,7433.77,0.13,28,6773.48,0,0
subj_005918,39252.52,6.76,24,26792.59,0,0
subj_005919,20139.58,1.5,43,12925.82,1,0
subj_005920,24424.95,5.58,27,19360.99,1,0
subj_005921,30236.98,0.0,57,25286.44,0,0
subj_005922,22173.56,2.31,42,16131.4,1,0
subj_005923,13890.19,4.45,42,10722.56,1,0
subj_005924,24263.65,4.41,16,13607.12,0,0
subj_005925,53485.79,2.67,15,52158.48,0,0
subj_005926,40881.36,3.85,26,23298.46,0,0
subj_005927,10805.59,0.0,23,7047.09,0,1
subj_005928,35125.38,0.19,3,28136.84,2,0
subj_005929,26404.75,0.0,15,23335.82,0,0
subj_005930,28604.58,0.92,29,4114.39,2,0
subj_005931,33606.23,6.52,20,20278.63,0,0
subj_005932,36299.95,2.42,8,30656.8,1,0
subj_005933,26460.72,1.33,38,14317.32,0,0
subj_005934,22805.1,2.13,0,9778.61,0,0
subj_005935,20180.59,0.0,33,13658.44,0,0
subj_005936,57326.58,3.83,38,54715.37,0,1
subj_005937,22924.16,0.0,24,8420.95,0,0
subj_005938,25842.38,4.12,2,14880.36,5,1
subj_005939,22859.41,4.32,37,13322.44,1,0
subj_005940,21343.01,4.7,14,9176.99,1,0
subj_005941,9634.19,1.09,32,7340.21,0,1
subj_005942,38349.89,7.15,2,20680.39,2,1
subj_005943,44502.94,6.32,3,16895.87,0,0
subj_005944,16995.5,2.68,6,11920.05,0,0
subj_005945,39144.3,0.87,19,24866.1,0,0
subj_005946,27995.85,3.84,5,25502.95,2,0
subj_005947,30188.7,6.03,29,21881.98,0,0
subj_005948,29821.29,1.2,14,17077.84,0,0
subj_005949,19067.13,0.0,34,18095.63,0,0
subj_005950,22398.23,4.04,0,8863.59,0,0
subj_005951,39201.89,2.16,13,28075.72,1,0
subj_005952,16553.76,2.45,23,8924.34,2,0
subj_005953,22028.45,0.6,31,18445.35,1,1
subj_005954,34378.67,3.13,38,15216.65,1,0
subj_005955,20505.96,3.14,6,9569.45,0,0
subj_005956,19111.65,2.6,30,18569.24,0,1
subj_005957,29767.25,2.53,0,17726.14,1,0
subj_005958,3000.0,7.51,9,1758.06,0,0
subj_005959,36936.4,2.52,25,19526.82,0,0
subj_005960,17945.96,2.74,17,10209.7,0,0
subj_005961,14989.79,4.34,8,11877.9,0,0
subj_005962,28482.69,4.39,16,27658.89,0,0
subj_005963,26398.72,2.11,17,17685.62,4,0
subj_005964,19581.58,2.45,25,13919.71,0,0
subj_005965,41519.19,6.04,32,30534.92,0,0
subj_005966,54691.7,5.01,0,46617.44,0,0
subj_005967,23729.03,1.1,47,18761.52,2,0
subj_005968,24313.35,3.39,21,18418.8,0,0
subj_005969,3695.65,0.0,3,2871.31,0,1
subj_005970,22211.47,5.6,25,11415.29,0,0
subj_005971,3000.0,1.49,33,1951.36,0,0
subj_005972,53214.84,0.94,62,21425.31,2,0
subj_005973,33330.68,0.0,28,10047.24,0,0
subj_005974,32656.61,7.96,23,27916.52,0,0
subj_005975,10599.0,6.02,44,5482.31,3,1
subj_005976,26247.09,1.62,13,14629.37,2,0
subj_005977,12097.45,0.92,36,8770.92,2,0
subj_005978,15607.93,3.55,18,9397.63,0,0
subj_005979,38178.82,6.14,52,23343.44,2,0
subj_005980,32204.21,3.62,37,22557.78,3,0
subj_005981,36234.47,6.77,59,16066.54,0,0
subj_005982,58760.93,2.62,32,57691.15,0,0
subj_005983,48907.61,4.39,23,27955.05,0,0
subj_005984,31931.86,4.09,25,19652.61,0,0
subj_005985,30681.6,0.0,20,14570.87,4,0
subj_005986,62454.49,5.14,0,26643.01,0,0
subj_005987,18956.74,6.92,9,9547.09,0,0
subj_005988,42229.48,5.46,32,20461.18,3,0
subj_005989,43605.87,0.0,42,16097.41,0,0
subj_005990,41572.07,7.37,25,29389.44,1,0
subj_005991,30863.55,0.94,5,12824.65,0,0
subj_005992,27918.34,5.29,48,12477.36,1,0
subj_005993,29708.97,4.41,16,27814.63,0,0
subj_005994,26378.31,0.42,29,17278.51,0,1
subj_005995,24049.08,2.23,0,20180.38,1,0
subj_005996,22203.34,6.16,0,11326.34,2,0
subj_005997,31823.03,7.24,50,26399.99,0,0
subj_005998,30137.6,2.95,46,2197.79,1,0
subj_005999,37925.69,3.35,29,20389.65,0,0
subj_006000,51924.72,4.76,44,38269.98,0,0
subj_006001,41756.56,0.0,55,41162.37,1,0
subj_006002,20015.68,4.02,44,5977.21,0,0
subj_006003,34945.2,6.53,38,26408.78,1,1
subj_006004,39986.94,2.67,29,45710.36,0,0
subj_006005,19010.73,1.56,46,8304.44,1,0
subj_006006,39597.41,0.89,25,35003.19,5,0
subj_006007,15432.96,8.67,0,10587.12,0,0
subj_006008,16467.94,6.79,50,7949.82,3,0
subj_006009,20016.99,4.07,27,7511.27,0,0
subj_006010,27314.52,0.37,8,24297.33,1,1
subj_006011,10109.18,1.45,46,6178.21,0,0
subj_006012,6606.57,4.05,28,801.63,2,0
subj_006013,26790.97,2.38,8,17841.07,2,0
subj_006014,26610.07,4.52,0,23447.7,1,1
subj_006015,12884.51,2.96,49,6195.71,0,0
subj_006016,57241.35,0.67,33,53531.64,2,0
subj_006017,3000.0,0.0,39,2677.83,1,0
subj_006018,34388.14,0.86,47,27178.1,0,0
subj_006019,21010.57,0.0,33,15696.64,2,0
subj_006020,30457.61,3.27,17,28074.7,0,0
subj_006021,25250.97,0.3,44,9891.5,0,0
subj_006022,16920.57,0.02,12,14276.62,1,0
subj_006023,7660.08,6.49,35,3743.5,0,0
subj_006024,36298.84,1.35,13,6494.19,0,0
subj_006025,33884.69,4.07,37,21311.85,2,0
subj_006026,16730.66,2.65,25,13321.78,0,1
subj_006027,51456.86,0.05,22,20340.13,0,0
subj_006028,26693.77,1.61,27,14434.01,2,0
subj_006029,27099.0,2.39,45,19471.87,2,1
subj_006030,18131.74,4.15,41,12777.33,3,1
subj_006031,11272.51,0.0,2,6763.37,0,0
subj_006032,48028.04,5.48,22,26407.54,0,0
subj_006033,22582.78,3.77,70,18138.81,0,0
subj_006034,5952.94,2.55,25,4309.61,0,0
subj_006035,30502.87,0.0,13,19261.42,0,0
subj_006036,52380.17,7.8,25,57225.29,2,1
subj_006037,27888.73,4.07,24,18083.6,1,0
subj_006038,11223.96,1.66,34,7351.76,0,0
subj_006039,31137.6,9.73,24,11059.92,0,0
subj_006040,15841.7,0.0,30,10400.51,2,0
subj_006041,44371.28,4.95,22,53849.46,0,0
subj_006042,31192.48,3.7,18,26167.36,0,0
subj_006043,42408.68,3.29,21,25450.17,3,0
subj_006044,31060.62,2.83,7,28106.9,0,0
subj_006045,29146.22,4.32,11,23183.91,0,0
subj_006046,36151.11,4.0,31,21735.4,2,0
subj_006047,21196.31,4.76,12,7991.11,0,0
subj_006048,23300.49,1.53,22,10857.17,0,1
subj_006049,20712.51,4.01,42,18287.43,1,0
subj_006050,38506.25,0.92,26,33967.43,0,0
subj_006051,33258.64,5.72,12,33608.21,0,0
subj_006052,29278.46,7.66,0,30384.89,0,0
subj_006053,31301.27,3.69,7,23473.95,2,0
subj_006054,23910.25,0.0,21,14446.71,1,0
subj_006055,40276.45,1.19,0,29870.69,1,0
subj_006056,21995.58,4.81,15,6143.64,2,0
subj_006057,43361.41,4.94,20,24169.92,0,0
subj_006058,31621.54,0.88,43,32207.84,1,0
subj_006059,37807.55,4.84,40,36012.42,0,0
subj_006060,28352.46,4.49,1,23869.45,1,0
subj_006061,35969.85,1.36,0,30417.32,1,1
subj_006062,36461.41,3.29,30,17388.12,2,0
subj_006063,38610.39,0.0,28,17093.27,0,0
subj_006064,16806.99,6.42,30,16717.45,0,0
subj_006065,22314.01,3.8,26,8854.12,1,0
subj_006066,28027.09,4.86,0,21805.62,0,0
subj_006067,21951.63,0.0,0,16429.31,0,0
subj_006068,12349.92,0.0,19,5259.1,1,0
subj_006069,39608.52,2.25,14,38141.0,0,0
subj_006070,29623.59,1.33,54,27476.75,0,0
subj_006071,46283.18,4.3,22,31047.74,0,0
subj_006072,14941.33,7.3,32,10478.19,2,0
subj_006073,22302.53,7.61,0,20499.83,0,0
subj_006074,31935.88,4.44,43,32881.01,4,0
subj_006075,50204.07,5.51,17,36667.39,1,0
subj_006076,38829.98,3.92,33,23278.9,0,0
subj_006077,22616.48,2.87,11,19365.82,0,0
subj_006078,46314.58,0.0,0,44387.48,0,0
subj_006079,31348.04,3.82,24,34833.84,1,1
subj_006080,32371.49,4.7,28,29199.62,3,0
subj_006081,33463.43,6.24,9,7649.28,0,0
subj_006082,30124.02,1.34,20,27241.76,0,0
subj_006083,12918.77,5.92,44,9496.36,0,1
subj_006084,18014.83,7.8,8,8436.58,0,0
subj_006085,34794.33,3.2,0,30198.92,0,1
subj_006086,33194.97,2.74,28,18796.27,0,0
subj_006087,27693.37,1.84,21,20792.06,1,0
subj_006088,53162.34,0.0,7,30433.09,0,0
subj_006089,16249.38,0.0,64,13332.45,2,1
subj_006090,29875.6,2.49,47,15099.61,1,0
subj_006091,29779.63,7.26,29,19615.46,0,0
subj_006092,46585.03,3.4,7,36142.06,0,0
subj_006093,34072.93,4.1,22,27803.21,3,1
subj_006094,24599.56,2.5,35,15373.6,3,0
subj_006095,42147.0,0.0,19,28661.33,0,0
subj_006096,35662.34,0.82,43,31379.1,0,0
subj_006097,26679.75,4.59,28,35344.33,0,0
subj_006098,29037.71,2.86,0,23564.95,1,1
subj_006099,17683.57,3.3,19,12135.16,0,0
subj_006100,14172.35,5.98,30,17527.71,1,0
subj_006101,48081.77,5.4,10,31031.61,1,0
subj_006102,27116.34,2.38,1,17028.17,0,0
subj_006103,57047.74,2.16,49,28005.86,0,0
subj_006104,45458.28,4.32,0,30741.59,0,0
subj_006105,8727.06,0.0,17,2962.6,0,0
subj_006106,32548.87,6.13,35,21271.37,0,0
subj_006107,15960.24,5.95,37,14061.61,0,0
subj_006108,9200.99,2.29,46,4306.3,1,0
subj_006109,29632.7,2.81,51,9471.58,1,0
subj_006110,8606.09,6.19,28,8600.21,0,0
subj_006111,4341.82,0.2,18,2987.22,2,0
subj_006112,43332.04,4.39,12,44225.07,3,0
subj_006113,29153.25,2.43,0,17235.55,0,0
subj_006114,22944.55,0.68,17,14438.63,1,0
subj_006115,40534.15,1.3,11,20365.95,1,1
subj_006116,28417.41,0.78,61,23695.48,0,0
subj_006117,27569.22,4.02,0,28045.44,2,0
subj_006118,20152.99,0.0,7,11694.19,3,1
subj_006119,37045.1,3.93,0,40898.16,1,0
subj_006120,21102.32,8.26,0,7423.4,1,0
subj_006121,32566.12,7.48,36,27425.24,2,0
subj_006122,23287.7,1.98,28,15838.99,3,0
subj_006123,8285.5,1.03,16,5810.96,0,0
subj_006124,19879.46,2.12,33,18118.67,1,0
subj_006125,39458.23,2.93,37,34930.4,1,0
subj_006126,52747.24,4.56,39,43378.55,2,0
subj_006127,27071.79,4.16,16,29938.56,0,0
subj_006128,8770.46,1.13,0,3878.77,0,0
subj_006129,23712.4,5.77,13,9814.57,1,0
subj_006130,46419.91,2.04,59,46872.06,0,0
subj_006131,19103.23,0.31,17,16908.08,0,0
subj_006132,36868.11,0.17,16,13729.18,2,1
subj_006133,9614.64,2.26,19,6679.37,0,0
subj_006134,37350.92,5.21,0,28115.43,0,0
subj_006135,21271.26,2.26,21,18148.26,0,0
subj_006136,36583.3,4.66,44,23802.26,4,0
subj_006137,9653.46,1.8,46,6739.84,2,0
subj_006138,12655.56,3.22,46,10295.41,1,0
subj_006139,47506.79,1.25,0,40384.63,0,0
subj_006140,26665.54,3.29,24,26061.26,0,0
subj_006141,26460.85,2.43,30,16922.54,1,0
subj_006142,23149.51,0.0,55,20927.2,0,0
subj_006143,34949.84,1.16,0,22000.04,4,0
subj_006144,23293.68,2.95,34,15048.57,3,0
subj_006145,18450.24,0.0,18,8710.5,0,0
subj_006146,34086.66,4.57,12,14167.23,0,0
subj_006147,16988.96,3.84,7,14357.99,0,0
subj_006148,38064.92,3.48,22,22974.82,1,0
subj_006149,31832.34,4.32,56,25048.57,3,0
subj_006150,9570.35,4.66,11,7010.35,0,0
subj_006151,50337.04,5.87,21,33473.9,1,0
subj_006152,29866.2,0.0,27,14116.7,2,1
subj_006153,24593.03,3.6,44,9597.77,0,0
subj_006154,3000.0,7.47,13,1855.36,0,0
subj_006155,48952.6,2.5,28,23628.14,3,1
subj_006156,24310.59,1.2,36,17238.98,1,0
subj_006157,20050.09,1.39,12,19300.06,0,0
subj_006158,10060.46,7.45,33,6694.68,1,0
subj_006159,19742.28,2.01,15,10140.46,0,0
subj_006160,30351.91,1.77,20,24758.69,0,0
subj_006161,25315.79,2.84,10,12092.34,0,0
subj_006162,30364.45,0.98,9,21401.63,1,1
subj_006163,32398.91,3.86,48,23766.49,0,0
subj_006164,29387.21,5.08,24,27723.06,0,0
subj_006165,52410.67,2.39,14,18355.46,0,0
subj_006166,10363.47,4.58,42,4926.15,0,0
subj_006167,35573.05,0.33,11,31703.1,2,1
subj_006168,43614.37,5.01,30,24802.76,0,0
subj_006169,19472.95,4.27,11,19382.25,0,0
subj_006170,28445.52,1.48,0,34231.88,1,0
subj_006171,44194.43,3.08,18,44784.71,0,1
subj_006172,18917.51,8.26,13,5354.68,0,0
subj_006173,19552.97,1.9,7,15758.03,2,0
subj_006174,23926.51,3.92,7,16158.33,0,0
subj_006175,18142.77,8.97,35,8844.78,0,0
subj_006176,35800.17,5.37,27,21505.21,0,0
subj_006177,24665.7,3.25,38,22959.67,3,0
subj_006178,9137.12,6.22,32,6657.93,0,0
subj_006179,40037.53,3.1,46,42615.15,1,1
subj_006180,50026.98,3.5,50,30498.5,0,0
subj_006181,34907.1,0.0,13,30223.66,0,0
subj_006182,30277.49,5.43,39,19094.99,2,0
subj_006183,41727.59,0.0,26,26390.91,0,0
subj_006184,27910.18,5.29,59,24175.27,1,0
subj_006185,14091.82,3.63,27,13935.2,0,1
subj_006186,12354.39,3.28,25,13799.03,1,1
subj_006187,12566.1,2.29,34,12047.09,2,1
subj_006188,33522.57,3.42,27,26534.58,3,0
subj_006189,22455.31,3.04,40,15889.56,0,0
subj_006190,17236.65,5.78,0,14719.54,2,1
subj_006191,45803.97,0.05,1,14809.36,0,0
subj_006192,28270.76,0.0,6,10824.98,3,0
subj_006193,27511.15,2.99,51,17964.88,1,0
subj_006194,34410.76,0.0,48,31565.84,0,0
subj_006195,42585.69,0.16,0,18232.74,0,0
subj_006196,24361.45,0.0,41,17884.46,3,0
subj_006197,38201.88,3.77,20,18131.76,0,1
subj_006198,17253.82,4.95,0,14399.11,0,1
subj_006199,33098.91,1.96,62,9132.31,3,0
subj_006200,25580.87,2.07,9,18988.46,1,0
subj_006201,33470.43,1.49,33,13216.26,1,0
subj_006202,39193.42,5.57,1,34345.33,3,0
subj_006203,29903.61,3.05,14,25159.69,2,0
subj_006204,25257.47,0.0,12,15526.26,1,0
subj_006205,21187.3,5.9,37,13160.34,1,0
subj_006206,21742.76,0.29,39,17805.42,1,0
subj_006207,30767.17,2.33,0,27066.65,1,0
subj_006208,19645.94,3.75,27,16723.19,0,0
subj_006209,35014.54,3.6,19,18644.1,1,0
subj_006210,28482.49,6.37,27,10486.6,1,0
subj_006211,19080.85,6.79,0,17839.84,1,0
subj_006212,21722.01,0.88,23,18479.15,1,1
subj_006213,39346.43,1.59,45,27044.73,0,0
subj_006214,29845.75,0.0,17,20504.62,0,0
subj_006215,15472.36,0.06,22,15352.23,0,1
subj_006216,35389.88,3.94,1,19147.63,3,0
subj_006217,17803.2,0.0,30,12252.25,0,1
subj_006218,43711.21,4.25,15,17905.03,0,0
subj_006219,18133.12,0.23,22,22186.85,0,0
subj_006220,28181.39,0.0,30,15026.83,0,0
subj_006221,23711.42,1.66,59,12653.16,2,0
subj_006222,27002.41,3.89,15,22598.83,1,0
subj_006223,22923.07,3.76,15,8179.19,0,0
subj_006224,18589.65,1.95,45,20084.01,2,0
subj_006225,29743.01,0.0,17,23942.5,0,0
subj_006226,46903.18,4.82,68,34568.54,2,0
subj_006227,32298.13,3.84,4,16712.35,0,0
subj_006228,12728.71,6.51,15,7334.99,0,0
subj_006229,28636.72,2.28,26,22674.13,0,0
subj_006230,26314.84,3.22,33,11027.73,1,0
subj_006231,14821.47,3.34,11,3910.74,0,0
subj_006232,12950.78,1.53,24,9022.2,1,0
subj_006233,39028.77,2.19,3,22811.13,2,0
subj_006234,57843.84,4.58,30,31547.68,1,0
subj_006235,27574.37,0.0,0,20860.92,0,0
subj_006236,26462.67,3.81,0,18306.13,0,0
subj_006237,27362.4,6.63,0,20978.86,2,0
subj_006238,32891.57,0.73,14,13132.32,0,0
subj_006239,31400.72,4.68,47,18472.41,0,0
subj_006240,37522.53,1.26,16,11369.31,1,0
subj_006241,29523.54,1.49,17,19181.74,0,0
subj_006242,40236.79,3.55,36,28344.74,0,0
subj_006243,17249.24,4.4,39,13063.84,0,0
subj_006244,3000.0,1.98,5,2861.69,0,0
subj_006245,15621.71,3.16,77,10273.56,1,0
subj_006246,14110.8,4.91,0,11361.74,1,1
subj_006247,32604.55,3.37,31,22114.04,1,0
subj_006248,43757.08,5.96,36,31373.68,3,0
subj_006249,31054.18,5.13,16,22000.37,0,0
subj_006250,24171.71,1.69,39,22854.43,0,0
subj_006251,37756.91,5.61,57,29301.14,0,0
subj_006252,22077.73,2.98,0,20796.86,0,0
subj_006253,21755.89,0.0,24,14553.21,0,0
subj_006254,53097.79,3.96,21,46857.41,0,0
subj_006255,8218.84,6.34,8,5481.82,0,0
subj_006256,55665.58,3.01,57,54422.52,1,0
subj_006257,36912.82,0.0,1,22676.21,1,0
subj_006258,23115.55,8.12,40,17742.32,2,0
subj_006259,3000.0,3.04,24,2974.55,1,1
subj_006260,46153.14,3.79,22,25213.08,0,0
subj_006261,34469.14,9.39,29,30121.68,1,0
subj_006262,67191.49,3.16,50,40689.72,0,0
subj_006263,48675.61,0.6,29,52881.39,1,0
subj_006264,41343.2,3.82,51,10173.99,1,0
subj_006265,32669.62,4.49,25,5123.56,1,0
subj_006266,40187.18,1.39,17,10624.59,1,0
subj_006267,42254.66,1.79,42,31702.12,2,0
subj_006268,12840.19,0.0,41,10000.26,0,0
subj_006269,14078.68,0.08,15,10784.94,2,0
subj_006270,43720.35,1.78,47,32925.71,5,1
subj_006271,53945.71,5.55,63,48749.64,2,0
subj_006272,20679.84,0.0,26,17741.3,2,0
subj_006273,24908.61,1.24,6,19978.03,1,0
subj_006274,17868.01,7.71,28,15527.37,2,1
subj_006275,14466.53,4.58,45,9776.81,3,0
subj_006276,44303.37,4.47,30,27615.18,3,0
subj_006277,42432.36,7.08,0,38820.89,1,0
subj_006278,28603.29,6.16,23,18859.94,3,0
subj_006279,21694.92,1.12,35,12412.3,1,0
subj_006280,13722.71,2.69,33,13285.2,2,0
subj_006281,27746.76,1.41,20,24650.63,1,0
subj_006282,31098.58,5.58,64,10715.17,1,0
subj_006283,19179.51,5.25,24,7985.7,4,1
subj_006284,32363.77,9.53,19,21110.18,2,0
subj_006285,17434.78,1.66,24,10523.11,1,1
subj_006286,45389.29,7.17,32,39744.69,3,0
subj_006287,40679.73,3.98,11,23711.91,0,0
subj_006288,49275.24,0.0,29,48801.04,2,0
subj_006289,24475.61,1.21,43,10014.16,0,1
subj_006290,8685.75,2.2,33,8034.77,2,1
subj_006291,16274.0,2.38,25,10862.39,0,0
subj_006292,4206.5,5.41,4,2444.42,2,0
subj_006293,11737.89,1.68,21,7198.25,0,0
subj_006294,30589.02,5.66,48,21822.52,1,0
